"group_rule_name","max_lookback","expire_after","mode","modified_ts","kd_only","at_only","kd_excl","req_dims","cdk_minCount","cdk_minPct","cdv_minCount","cdv_minPct","relative_time"
"Log alt_source","3600","86400","p","20-Jan-2021 13:36:25","n","y","","","4","0","0","0","600"
